Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2022,Both sexes,81 years,Cork City and Cork County,Number,2350
Population,2022,Both sexes,81 years,Clare,Number,583
Population,2022,Both sexes,81 years,Cavan,Number,319
Population,2022,Both sexes,81 years,Carlow,Number,265
Population,2022,Both sexes,81 years,Dublin City,Number,2254
Population,2022,Both sexes,81 years,Donegal,Number,840
Population,2022,Both sexes,81 years,Dún Laoghaire-Rathdown,Number,1240
Population,2022,Both sexes,81 years,Fingal,Number,919
Population,2022,Both sexes,81 years,Galway City,Number,250
Population,2022,Both sexes,81 years,Galway County,Number,865
Population,2022,Both sexes,81 years,Kildare,Number,673
Population,2022,Both sexes,81 years,Kilkenny,Number,463
Population,2022,Both sexes,81 years,Kerry,Number,783
Population,2022,Both sexes,81 years,Longford,Number,179
Population,2022,Both sexes,81 years,Louth,Number,589
Population,2022,Both sexes,81 years,Limerick City and County,Number,888
Population,2022,Both sexes,81 years,Leitrim,Number,150
Population,2022,Both sexes,81 years,Laois,Number,304
Population,2022,Both sexes,81 years,Meath,Number,674
Population,2022,Both sexes,81 years,Monaghan,Number,251
Population,2022,Both sexes,81 years,Mayo,Number,740
Population,2022,Both sexes,81 years,Offaly,Number,309
Population,2022,Both sexes,81 years,Roscommon,Number,335
Population,2022,Both sexes,81 years,South Dublin,Number,992
Population,2022,Both sexes,81 years,Sligo,Number,340
Population,2022,Both sexes,81 years,Tipperary,Number,775
Population,2022,Both sexes,81 years,Waterford City and County,Number,585
Population,2022,Both sexes,81 years,Westmeath,Number,380
Population,2022,Both sexes,81 years,Wicklow,Number,603
Population,2022,Both sexes,81 years,Wexford,Number,763
Population,2022,Both sexes,82 years,State,Number,19538
Population,2022,Both sexes,82 years,Cork City and Cork County,Number,2342
Population,2022,Both sexes,82 years,Clare,Number,526
Population,2022,Both sexes,82 years,Cavan,Number,273
Population,2022,Both sexes,82 years,Carlow,Number,240
Population,2022,Both sexes,82 years,Dublin City,Number,2287
Population,2022,Both sexes,82 years,Donegal,Number,744
Population,2022,Both sexes,82 years,Dún Laoghaire-Rathdown,Number,1229
Population,2022,Both sexes,82 years,Fingal,Number,848
Population,2022,Both sexes,82 years,Galway City,Number,279
Population,2022,Both sexes,82 years,Galway County,Number,804
Population,2022,Both sexes,82 years,Kildare,Number,636
Population,2022,Both sexes,82 years,Kilkenny,Number,399
Population,2022,Both sexes,82 years,Kerry,Number,758
Population,2022,Both sexes,82 years,Longford,Number,164
Population,2022,Both sexes,82 years,Louth,Number,512
Population,2022,Both sexes,82 years,Limerick City and County,Number,846
Population,2022,Both sexes,82 years,Leitrim,Number,169
Population,2022,Both sexes,82 years,Laois,Number,269
Population,2022,Both sexes,82 years,Meath,Number,617
Population,2022,Both sexes,82 years,Monaghan,Number,267
Population,2022,Both sexes,82 years,Mayo,Number,641
Population,2022,Both sexes,82 years,Offaly,Number,319
Population,2022,Both sexes,82 years,Roscommon,Number,322
Population,2022,Both sexes,82 years,South Dublin,Number,901
Population,2022,Both sexes,82 years,Sligo,Number,298
Population,2022,Both sexes,82 years,Tipperary,Number,749
Population,2022,Both sexes,82 years,Waterford City and County,Number,502
Population,2022,Both sexes,82 years,Westmeath,Number,328
Population,2022,Both sexes,82 years,Wicklow,Number,599
Population,2022,Both sexes,82 years,Wexford,Number,670
Population,2022,Both sexes,83 years,State,Number,17885
Population,2022,Both sexes,83 years,Cork City and Cork County,Number,2023
Population,2022,Both sexes,83 years,Clare,Number,476
Population,2022,Both sexes,83 years,Cavan,Number,280
Population,2022,Both sexes,83 years,Carlow,Number,203
Population,2022,Both sexes,83 years,Dublin City,Number,2088
Population,2022,Both sexes,83 years,Donegal,Number,707
Population,2022,Both sexes,83 years,Dún Laoghaire-Rathdown,Number,1141
Population,2022,Both sexes,83 years,Fingal,Number,707
Population,2022,Both sexes,83 years,Galway City,Number,277
Population,2022,Both sexes,83 years,Galway County,Number,770
Population,2022,Both sexes,83 years,Kildare,Number,562
Population,2022,Both sexes,83 years,Kilkenny,Number,387
Population,2022,Both sexes,83 years,Kerry,Number,615
Population,2022,Both sexes,83 years,Longford,Number,143
Population,2022,Both sexes,83 years,Louth,Number,461
Population,2022,Both sexes,83 years,Limerick City and County,Number,771
Population,2022,Both sexes,83 years,Leitrim,Number,163
Population,2022,Both sexes,83 years,Laois,Number,251
Population,2022,Both sexes,83 years,Meath,Number,567
Population,2022,Both sexes,83 years,Monaghan,Number,239
Population,2022,Both sexes,83 years,Mayo,Number,621
Population,2022,Both sexes,83 years,Offaly,Number,313
Population,2022,Both sexes,83 years,Roscommon,Number,317
Population,2022,Both sexes,83 years,South Dublin,Number,798
Population,2022,Both sexes,83 years,Sligo,Number,298
Population,2022,Both sexes,83 years,Tipperary,Number,678
Population,2022,Both sexes,83 years,Waterford City and County,Number,501
Population,2022,Both sexes,83 years,Westmeath,Number,346
Population,2022,Both sexes,83 years,Wicklow,Number,531
Population,2022,Both sexes,83 years,Wexford,Number,651
Population,2022,Both sexes,84 years,State,Number,15655
Population,2022,Both sexes,84 years,Cork City and Cork County,Number,1809
Population,2022,Both sexes,84 years,Clare,Number,394
Population,2022,Both sexes,84 years,Cavan,Number,252
Population,2022,Both sexes,84 years,Carlow,Number,198
Population,2022,Both sexes,84 years,Dublin City,Number,1916
Population,2022,Both sexes,84 years,Donegal,Number,623
Population,2022,Both sexes,84 years,Dún Laoghaire-Rathdown,Number,992
Population,2022,Both sexes,84 years,Fingal,Number,642
Population,2022,Both sexes,84 years,Galway City,Number,236
Population,2022,Both sexes,84 years,Galway County,Number,603
Population,2022,Both sexes,84 years,Kildare,Number,464
Population,2022,Both sexes,84 years,Kilkenny,Number,347
Population,2022,Both sexes,84 years,Kerry,Number,607
Population,2022,Both sexes,84 years,Longford,Number,140
Population,2022,Both sexes,84 years,Louth,Number,416
Population,2022,Both sexes,84 years,Limerick City and County,Number,687
Population,2022,Both sexes,84 years,Leitrim,Number,144
Population,2022,Both sexes,84 years,Laois,Number,205
Population,2022,Both sexes,84 years,Meath,Number,460
Population,2022,Both sexes,84 years,Monaghan,Number,207
Population,2022,Both sexes,84 years,Mayo,Number,543
Population,2022,Both sexes,84 years,Offaly,Number,251
Population,2022,Both sexes,84 years,Roscommon,Number,249
Population,2022,Both sexes,84 years,South Dublin,Number,711
Population,2022,Both sexes,84 years,Sligo,Number,237
Population,2022,Both sexes,84 years,Tipperary,Number,611
Population,2022,Both sexes,84 years,Waterford City and County,Number,429
Population,2022,Both sexes,84 years,Westmeath,Number,275
Population,2022,Both sexes,84 years,Wicklow,Number,454
Population,2022,Both sexes,84 years,Wexford,Number,553
Population,2022,Both sexes,85 years,State,Number,14457
Population,2022,Both sexes,85 years,Cork City and Cork County,Number,1703
Population,2022,Both sexes,85 years,Clare,Number,376
Population,2022,Both sexes,85 years,Cavan,Number,245
Population,2022,Both sexes,85 years,Carlow,Number,141
Population,2022,Both sexes,85 years,Dublin City,Number,1786
Population,2022,Both sexes,85 years,Donegal,Number,551
Population,2022,Both sexes,85 years,Dún Laoghaire-Rathdown,Number,937
Population,2022,Both sexes,85 years,Fingal,Number,546
Population,2022,Both sexes,85 years,Galway City,Number,211
Population,2022,Both sexes,85 years,Galway County,Number,569
Population,2022,Both sexes,85 years,Kildare,Number,475
Population,2022,Both sexes,85 years,Kilkenny,Number,309
Population,2022,Both sexes,85 years,Kerry,Number,499
Population,2022,Both sexes,85 years,Longford,Number,143
Population,2022,Both sexes,85 years,Louth,Number,352
Population,2022,Both sexes,85 years,Limerick City and County,Number,597
Population,2022,Both sexes,85 years,Leitrim,Number,108
Population,2022,Both sexes,85 years,Laois,Number,198
Population,2022,Both sexes,85 years,Meath,Number,438
Population,2022,Both sexes,85 years,Monaghan,Number,175
Population,2022,Both sexes,85 years,Mayo,Number,523
Population,2022,Both sexes,85 years,Offaly,Number,295
Population,2022,Both sexes,85 years,Roscommon,Number,235
Population,2022,Both sexes,85 years,South Dublin,Number,644
Population,2022,Both sexes,85 years,Sligo,Number,260
Population,2022,Both sexes,85 years,Tipperary,Number,551
Population,2022,Both sexes,85 years,Waterford City and County,Number,396
Population,2022,Both sexes,85 years,Westmeath,Number,274
Population,2022,Both sexes,85 years,Wicklow,Number,417
Population,2022,Both sexes,85 years,Wexford,Number,503
Population,2022,Both sexes,86 years,State,Number,12871
Population,2022,Both sexes,86 years,Cork City and Cork County,Number,1537
Population,2022,Both sexes,86 years,Clare,Number,355
Population,2022,Both sexes,86 years,Cavan,Number,226
Population,2022,Both sexes,86 years,Carlow,Number,159
Population,2022,Both sexes,86 years,Dublin City,Number,1562
Population,2022,Both sexes,86 years,Donegal,Number,434
Population,2022,Both sexes,86 years,Dún Laoghaire-Rathdown,Number,817
Population,2022,Both sexes,86 years,Fingal,Number,500
Population,2022,Both sexes,86 years,Galway City,Number,181
Population,2022,Both sexes,86 years,Galway County,Number,552
Population,2022,Both sexes,86 years,Kildare,Number,371
Population,2022,Both sexes,86 years,Kilkenny,Number,307
Population,2022,Both sexes,86 years,Kerry,Number,439
Population,2022,Both sexes,86 years,Longford,Number,140
Population,2022,Both sexes,86 years,Louth,Number,317
Population,2022,Both sexes,86 years,Limerick City and County,Number,556
Population,2022,Both sexes,86 years,Leitrim,Number,92
Population,2022,Both sexes,86 years,Laois,Number,176
Population,2022,Both sexes,86 years,Meath,Number,402
Population,2022,Both sexes,86 years,Monaghan,Number,171
Population,2022,Both sexes,86 years,Mayo,Number,451
Population,2022,Both sexes,86 years,Offaly,Number,225
Population,2022,Both sexes,86 years,Roscommon,Number,235
Population,2022,Both sexes,86 years,South Dublin,Number,530
Population,2022,Both sexes,86 years,Sligo,Number,222
Population,2022,Both sexes,86 years,Tipperary,Number,503
Population,2022,Both sexes,86 years,Waterford City and County,Number,354
Population,2022,Both sexes,86 years,Westmeath,Number,242
Population,2022,Both sexes,86 years,Wicklow,Number,372
Population,2022,Both sexes,86 years,Wexford,Number,443
Population,2022,Both sexes,87 years,State,Number,11281
Population,2022,Both sexes,87 years,Cork City and Cork County,Number,1332
Population,2022,Both sexes,87 years,Clare,Number,283
Population,2022,Both sexes,87 years,Cavan,Number,182
Population,2022,Both sexes,87 years,Carlow,Number,119
Population,2022,Both sexes,87 years,Dublin City,Number,1417
Population,2022,Both sexes,87 years,Donegal,Number,433
Population,2022,Both sexes,87 years,Dún Laoghaire-Rathdown,Number,736
Population,2022,Both sexes,87 years,Fingal,Number,434
Population,2022,Both sexes,87 years,Galway City,Number,143
Population,2022,Both sexes,87 years,Galway County,Number,439
Population,2022,Both sexes,87 years,Kildare,Number,341
Population,2022,Both sexes,87 years,Kilkenny,Number,278
Population,2022,Both sexes,87 years,Kerry,Number,424
Population,2022,Both sexes,87 years,Longford,Number,102
Population,2022,Both sexes,87 years,Louth,Number,266
Population,2022,Both sexes,87 years,Limerick City and County,Number,451
Population,2022,Both sexes,87 years,Leitrim,Number,105
Population,2022,Both sexes,87 years,Laois,Number,158
Population,2022,Both sexes,87 years,Meath,Number,379
Population,2022,Both sexes,87 years,Monaghan,Number,156
Population,2022,Both sexes,87 years,Mayo,Number,393
Population,2022,Both sexes,87 years,Offaly,Number,173
Population,2022,Both sexes,87 years,Roscommon,Number,226
Population,2022,Both sexes,87 years,South Dublin,Number,474
Population,2022,Both sexes,87 years,Sligo,Number,194
Population,2022,Both sexes,87 years,Tipperary,Number,430
Population,2022,Both sexes,87 years,Waterford City and County,Number,328
Population,2022,Both sexes,87 years,Westmeath,Number,228
Population,2022,Both sexes,87 years,Wicklow,Number,291
Population,2022,Both sexes,87 years,Wexford,Number,366
Population,2022,Both sexes,88 years,State,Number,9698
Population,2022,Both sexes,88 years,Cork City and Cork County,Number,1144
Population,2022,Both sexes,88 years,Clare,Number,258
Population,2022,Both sexes,88 years,Cavan,Number,188
Population,2022,Both sexes,88 years,Carlow,Number,105
Population,2022,Both sexes,88 years,Dublin City,Number,1330
Population,2022,Both sexes,88 years,Donegal,Number,339
Population,2022,Both sexes,88 years,Dún Laoghaire-Rathdown,Number,668
Population,2022,Both sexes,88 years,Fingal,Number,324
Population,2022,Both sexes,88 years,Galway City,Number,141
Population,2022,Both sexes,88 years,Galway County,Number,433
Population,2022,Both sexes,88 years,Kildare,Number,265
Population,2022,Both sexes,88 years,Kilkenny,Number,203
Population,2022,Both sexes,88 years,Kerry,Number,322
Population,2022,Both sexes,88 years,Longford,Number,91
Population,2022,Both sexes,88 years,Louth,Number,244
Population,2022,Both sexes,88 years,Limerick City and County,Number,357
Population,2022,Both sexes,88 years,Leitrim,Number,80
Population,2022,Both sexes,88 years,Laois,Number,137
Population,2022,Both sexes,88 years,Meath,Number,282
Population,2022,Both sexes,88 years,Monaghan,Number,131
Population,2022,Both sexes,88 years,Mayo,Number,393
Population,2022,Both sexes,88 years,Offaly,Number,178
Population,2022,Both sexes,88 years,Roscommon,Number,177
Population,2022,Both sexes,88 years,South Dublin,Number,379
Population,2022,Both sexes,88 years,Sligo,Number,168
Population,2022,Both sexes,88 years,Tipperary,Number,364
Population,2022,Both sexes,88 years,Waterford City and County,Number,266
Population,2022,Both sexes,88 years,Westmeath,Number,167
Population,2022,Both sexes,88 years,Wicklow,Number,241
Population,2022,Both sexes,88 years,Wexford,Number,323
Population,2022,Both sexes,89 years,State,Number,7997
Population,2022,Both sexes,89 years,Cork City and Cork County,Number,914
Population,2022,Both sexes,89 years,Clare,Number,207
Population,2022,Both sexes,89 years,Cavan,Number,134
Population,2022,Both sexes,89 years,Carlow,Number,86
Population,2022,Both sexes,89 years,Dublin City,Number,1066
Population,2022,Both sexes,89 years,Donegal,Number,310
Population,2022,Both sexes,89 years,Dún Laoghaire-Rathdown,Number,525
Population,2022,Both sexes,89 years,Fingal,Number,333
Population,2022,Both sexes,89 years,Galway City,Number,96
Population,2022,Both sexes,89 years,Galway County,Number,360
Population,2022,Both sexes,89 years,Kildare,Number,242
Population,2022,Both sexes,89 years,Kilkenny,Number,188
Population,2022,Both sexes,89 years,Kerry,Number,269
Population,2022,Both sexes,89 years,Longford,Number,73
Population,2022,Both sexes,89 years,Louth,Number,183
Population,2022,Both sexes,89 years,Limerick City and County,Number,317
Population,2022,Both sexes,89 years,Leitrim,Number,56
Population,2022,Both sexes,89 years,Laois,Number,96
Population,2022,Both sexes,89 years,Meath,Number,224
